Timestamp,Concentration (or best guess),Secondary (if applicable),Graduation Year,Prior CS background:,Do you have plans to take any CS courses in the future?,Are you interested in getting a:,Are you interested in pursuing a job with a quantitative focus after graduation?,"Have you ever considered taking a computer science course? If not, why not? If you have considered it, why did you decide not to take it?","In your opinion, should some programming knowledge be a requirement for graduation? If not, why not? If so, why?",What three words best describe a computer science concentrator at Harvard?,What made you decide to take your first CS course?,What were your impressions of CS students before you took your first class? After?,How accessible was the professor of this class?,How accessible were the teaching fellows of this class?,"Do you think you’ll take another CS class? If so, why? If not, why not?",How good are you at programming compared to others in the CS classes you've taken?,How good are you at CS theory compared to others in the CS classes you've taken?,What CS classes have you taken or are currently taking?,What is your estimated concentration GPA?,How many years have you been programming?,How often do you go to office hours on average for your CS classes?,How often do you think the average CS student goes to office hours?,How accessible are professors in your CS classes?,How accessible are teaching fellows in your CS classes?,How often do you interact with your CS class course staff?,How involved do you feel with the CS community at Harvard?,"Do you consider yourself a member of any tech student organizations on campus? If yes, specify which ones.",How easy is it to find partners to work with on psets or final projects?,Are there any specific classes in which finding partners has been hard?,How have you met people to work on class material with?,I like CS because it gives me a tool to make a difference in other areas I care about.,I like CS because I am interested in the CS problems I get to think about and solve.,"If you are a sophomore, junior, or senior, what did you do last summer?",How stressful is the process of finding a summer internship/job?,"Have you ever been referred to a tech internship or full-time position? If so, how many times?","Do you have a role model and/or mentor in CS? If so, who? ",Do you feel like you need more support in CS from:,What three words would you use to describe a computer science concentrator?,What will you most likely pursue after graduation?,What type of graduate school are you interested in?,What subfield in tech industry would you be interested in working in?,What gender do you identify with,What race(s) do you identify with?,"By your estimates, is there a gender gap in enrollment in CS classes?","If yes, what factors (related or unrelated to college) do you think cause this gap?","If yes, what is the impact of this gender gap on your experience of CS at Harvard? "
3/31/2017 2:56:29,Computer Science and Statistics,,2018,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,4,4,"CS20, CS50, CS51, CS61, CS121, CS124, CS181, CS182, Stat110",4,2.5,1-2 times a semester,At least once a week,4,4,3-8 times a semester,3,not anymore,3,just the decision is hard,friends? outside organizations,4,5,Software Engineering Intern at Google,3,2,nope,"Peers, Mentors","committed, technical, quantitative","Tech Industry (includes all roles - software, PM, etc.)",,"Product Management, Machine Learning / Artificial Intelligence, Uncertain",Female,Asian,4,the brogrammers,a lot of the people I pset with are male
3/31/2017 9:09:19,HDRB,,2019,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,I thought I was going to concentrate in CS ,Only do school work; after I still felt like this was true ,1,3,No too much work,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Caucasian,4,"Previous notions of work accessible to women, gamer culture",All my pset partners were male 
3/31/2017 9:11:00,Computer Science,East Asian Studies,2020,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,4,3,"CS50, CS51",,3,At least once a week,3-8 times a semester,3,4,At least once a week,2,n/a,3,n/a,I knew them before,4,4,n/a,5,0 - never been referred,n/a,Mentors,"stressed, busy, smart","Tech Industry (includes all roles - software, PM, etc.)",,"Web or mobile development (frontend), Product Management",Female,Asian,3,n/a,n/a
3/31/2017 10:43:59,computer science,,2019,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,2,"CS50, CS51, CS124, Stat110",,2,At least once a week,At least once a week,4,5,At least once a week,3,WiCS,5,none,I was friends with people in the class beforehand.,4,5,Research Assistant at a materials science lab at ASU,5,2,my sophomore advisor,"Advisors, Mentors","hard-working, sleep-deprived, smart","Tech Industry (includes all roles - software, PM, etc.)",,"Web or mobile development (frontend), Web or mobile development (backend), Machine Learning / Artificial Intelligence, Graphics / Design, Uncertain",Female,Asian,1,N/A,N/A
3/31/2017 11:19:17,Computer Science,,2020,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,2,"CS20, CS50, CS51",4.0 (for now),3,3-8 times a semester,3-8 times a semester,2,5,At least once a week,2,WiCS,4,Not yet,"Other courses, in class (for CS20) ",4,4,I am a freshman. ,4,1,"Yes-- my mentor through WiCS (Eela Nagaraj), my TF in CS20 (Helen Wu), and my TF in CS51 (Gabbi Merz)",Professors,"Driven, confident, critical thinker","Tech Industry (includes all roles - software, PM, etc.)",,"Web or mobile development (frontend), Web or mobile development (backend), Product Management, Security Engineering, Systems engineering",Female,Asian,2,Lack of emphasis on CS for women from younger ages,"I haven't seen much of a gap yet as I've only really taken CS50, CS20 and CS51 (which a lot of people take)"
3/31/2017 11:23:48,Computer Science,,2020,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,4,"CS51, CS61, CS182",,6,At least once a week,At least once a week,3,4,At least once a week,3,HCS,2,CS61,Prior acquaintance or Piazza posting,4,4,N/A (Freshman),5,0 - never been referred,my sister,Peers,nerdy human bean,"Tech Industry (includes all roles - software, PM, etc.)",,"Web or mobile development (backend), Product Management, Machine Learning / Artificial Intelligence, Systems engineering, Uncertain",Female,Asian,2,"Haven't really noticed a big gap, so hard to say",No impact
3/31/2017 11:30:26,Applied Math in Computer Science,Statistics,2020,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Curiosity,"sorta geeky, still sorta geeky but also cool ",5,5,"Yeah, I like CS",,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,3,"societal norms discouraging women , also cs isn't as cool/feminine ","not too big, the biggest impact is that my pset groups tend to be all male so more of my friends are male than female"
3/31/2017 11:44:31,Computer Science,,2017,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,4,4,"CS50, CS51, CS61, CS121, CS124, CS161, CS181, Stat110",4,3.5,1-2 times a semester,Never,5,4,At least once a week,4,No,3,No,In class,4,5,Research,3,3 or more,Professors in the department,None of the above,"clever, hardworking, interested","Graduate School (includes all types - business school, grad school, med school, etc.)",Computer Science,,Female,Asian,3,Lack of starting early enough,None
3/31/2017 15:28:09,Applied Math,,2017,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,programming seemed like a really important skill to have,"Before: no expectations
After: programming is pretty fun and very useful",2,5,Yes because I'm going to CS grad school,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Asian,3,Lack of other people of the same gender taking similar courses,Most of the friends I'm made through my CS classes are predominantly male. My experience is that women in my classes tend to work together
4/2/2017 15:07:55,Computer Science,Education Studies,2019,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,2,"CS20, CS50, CS51",3.48,1,At least once a week,3-8 times a semester,3,4,At least once a week,3,Digital Literacy Project,4,No,In class,5,4,Intern at a school district,5,0 - never been referred,No,"Peers, Mentors","hardworking, ambitious, stressed",Education,,,Female,Caucasian,4,Lack of female mentors,I have a hard time finding my place in classes and CS culture
4/2/2017 15:20:21,Computer science,Economics,2020,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,2,3,"CS50, CS51",3.67,1,At least once a week,At least once a week,1,5,At least once a week,1,None,2,No,In section or friends taking the same classes,4,5,N/A,5,0 - never been referred,My dad,"Advisors, Teaching Staff","Intense, competitive, passionate","Tech Industry (includes all roles - software, PM, etc.)",,"Web or mobile development (frontend), Web or mobile development (backend), Machine Learning / Artificial Intelligence, Uncertain",Female,Asian,4,"In general, women are underrepresented in stem fields. Even in HS more of my male friends were interested in programming. A lot of this stems from the perceived confidence people have of themselves and others. Men put up more of  a front of knowing what they're doing which can be discouraging for women.",I think the factors that cause this gender gap are hugely discouraging. I didn't think I'd mind being in a male dominated field but I've come to realize that there is an inherent disadvantage to being a woman in cs and it's incredibly frustrating and often makes me reconsider whether or not I want pursue cs as a concentration
4/3/2017 15:18:25,Computer Science,Government,2019,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,4,3,"CS50, CS51",,4,1-2 times a semester,At least once a week,3,4,1-2 times a semester,4,"WiCS, HCS",2,CS121,In the libraries,4,4,tech internship in NYC,4,1,N/A,"Peers, Advisors, Teaching Staff, Professors, Mentors","persistent, hardworking, driven","Graduate School (includes all types - business school, grad school, med school, etc.)",law school,,Female,Asian,3,There is a lot of math and theory in the CS courses and it feels like women come in with a lot of self-doubt about being able to conquer the challenges posed by not being exposed to a lot of math before enrolling in such courses.,It makes choosing courses very daunting and creates a very unhealthy environment for the students who want to be pursuing certain fields but can't.
4/3/2017 20:33:27,Applied Math,Near Easter Studies,2017,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Silicon Valley seemed really cool and I wanted to be a coder.,Before: Cool. After: selfish; more than willing to accept help but never willing to help others.,1,4,"I was turned off by the intro CS classes, but have enjoyed the upper-level ones.",,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Caucasian,4,Not sure. True of all my STEM classes.,"Just not seeing women in classes. When I took my first OEB class, I wondered what was different, and it took me a week or two to realize it was my first majority-women class. I've mostly only ever heard male voices in my classes."
4/3/2017 20:34:10,Computer Science,,2019,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,4,"CS50, CS51, CS121, CS124, CS134, Stat110",3.7,2,3-8 times a semester,3-8 times a semester,2,5,3-8 times a semester,4,WiCS,5,Not so far!,Usually friends / HCCG,5,5,Studied abroad in Beijing,5,1,Not really,"Professors, Mentors","driven, problem-solving, interested","Tech Industry (includes all roles - software, PM, etc.)",,"Web or mobile development (frontend), Web or mobile development (backend), Product Management, Machine Learning / Artificial Intelligence, Security Engineering, Uncertain",Female,Asian,4,Computer science is often just thought of as a male field. Girls don't feel expected to excel in CS. Recent news indicates that this actually comes out and makes for actively hostile workplaces.,"Sometimes I don't think I can do as well because I'm a girl, and then I don't try as hard."
4/3/2017 21:15:07,Computer Science,Secondary,2017,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,4,1,"CS50, CS51, CS61, CS121, CS124, CS161, CS179, CS181, Stat110",3.41,4,At least once a week,3-8 times a semester,2,5,At least once a week,3,"Harvard Computer Society, HackHarvard",2,CS161,Friends mostly. CS50 ,4,4,Software Engineering Intern at Square,3,1,Anson Kahng,"Peers, Teaching Staff, Mentors","Smart, diligent, practical","Tech Industry (includes all roles - software, PM, etc.)",,"Web or mobile development (frontend), Web or mobile development (backend), Product Management, Security Engineering, Systems engineering",Male,Asian,4,Fewer girls are interested in CS from the outset (even CS50 isn't 50-50). And most don't want to continue. There are many group-dependent classes that may alienate some girls.,"The rise of WiCS and HackHarvard's diversity. Also many workshops for women in CS from companies, which is good."
4/5/2017 21:12:29,HDRB,GHHP,2017,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Friend recommendation ,Before: I thought of them to be video game nerds After: very logical people that are also video game nerds,2,4,"never again, I personally don't think that the course was taught well.",,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Asian,4,societal norms,no impact on me personally
4/5/2017 21:12:42,Applied Mathematics,Computer Science ,2018,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,CS50 seemed like a fun introduction to CS and I had not had any prior experience. ,I came in with no real impressions in mind but I knew that given the size of the course I would be able to find people of all 'level'. And I indeed found people who just like me had no prior experience but also many who had some. I also met a lot of people who just seem gifted in a way that I was not to understand some of the problems we had to solve. ,3,4,I'm done with my secondary after this semester so I don't think I'll take any more courses. I really struggle with programming and don't enjoy spending long hours debugging; the frustration of those long hours spent debugging is rarely offset by the relief of solving a programming problem. ,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Caucasian,2,I honestly don't perceive that gap that much in the few CS courses I have taken even though I'm aware of its existence. ,N/a
4/5/2017 21:13:12,Economics,,2018,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Desire to broaden horizons. ,Before: they were hard. After: not as hard as I thought. ,3,5,"Nope. Too much work, I'm too lazy",,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Caucasian,4,"Society sorting people by gender into their ""normal"" role in society. ",Little to none
4/5/2017 21:13:59,Human Developmental and Regenerative Biology ,Global Health and Health Policy ,2017,Never taken CS at Harvard,No,Neither of the above,Yes,"Yes, I have considered it. That being said, many of my friends warned me that the support network for introductory courses such as CS50 was not strong enough to support all students, especially students coming from weaker CS backgrounds. With that knowledge, I did not want to subjugate myself to the excessive stress of completing CS assignments without a network capable of providing support. ","No. Some professions will never require the use of a computer language, and the students who will eventually need to use computer languages will end up taking them as undergraduate courses anyways. ","Fun, Hard Working, Always Busy ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Caucasian,2,I don't think there is that large a gap. ,Has no impact at all since I don't major in computer science. 
